timestamp,region,az,link_type,node_id,peer_id,rtt_ms,jitter_ms,throughput_mbps,bytes_tx,bytes_rx,packet_loss,retransmits,congestion_window,queue_depth,dwcp_mode,network_tier,transport_type,hde_compression_ratio,hde_delta_hit_rate,amst_streams,amst_transfer_rate,error_budget_burn_rate,uptime_pct,failure_rate,consensus_latency_ms
2024-01-01 00:10:00,eu-west,az1,wan,13,28,13.72597595531514,0.1855116390582874,60.97810585346107,392639,758618,0.0039831458665866,1,631,38,resilient,tier3,tcp,2.6304525054593864,0.8943850448835562,7,49.860435901631696,0.0794479620587927,95.10292247147902,0.04430369835477626,2.2207853129290362
2024-01-01 00:11:00,eu-west,az3,dc,62,1,11.790231857905372,0.524398719127428,68.03671876414072,445684,646789,0.048712497444013,5,705,4,standard,tier1,quic,1.7801491029149277,0.3707770591831439,9,25.19190340115893,0.003861068505584,99.84954926080997,0.0364516871414747,1.8069331828160027
2024-01-01 00:12:00,eu-west,az3,metro,68,14,16.885728415336747,1.3862713404040536,93.15122349959528,772957,334260,0.0140606154509579,8,263,71,optimized,tier1,tcp,2.532487482266104,0.674630850913202,3,31.68847101926263,0.0157872753304744,99.16221320400211,0.04639050308238482,3.9039876932454103
2024-01-01 00:13:00,eu-west,az3,dc,23,20,15.316125554125566,0.0279094086457344,76.27720949637848,475342,319470,0.0154429795280987,5,36,53,resilient,tier1,tcp,3.815881304610166,0.6332851283780752,9,75.93340396128187,0.0005518665570175,96.06169555339137,0.016632829991044575,2.3557267970325646
2024-01-01 00:14:00,ap-south,az2,wan,72,73,12.328706853339272,1.9595128894559728,28.02490943549978,103714,239954,0.0022449895614662,7,213,82,standard,tier3,tcp,4.985893948789885,0.3405293372882635,1,53.36099750714687,0.0736615993122716,95.9091248360355,0.025160470837577154,1.3253467242829218
2024-01-01 00:15:00,us-east,az1,dc,13,45,6.287005533319478,2.141476682735083,79.3780282899111,642924,549499,0.0248703442902297,3,35,70,standard,tier2,udp,4.528330605868915,0.7122851591700836,6,62.65562946379538,0.0029077343368821,95.91702254926717,0.0007039831641445338,3.5805988469500614
2024-01-01 00:16:00,ap-south,az3,metro,88,61,18.29146969140604,2.384407736192994,64.98040997436203,687606,335891,0.0477379142139797,6,641,89,resilient,tier3,udp,1.945610578542208,0.7119782228427123,3,48.60574749431834,0.0565956025284677,96.52121121479769,0.00034787936516456064,1.4876665588243738
2024-01-01 00:17:00,ap-south,az1,dc,40,27,6.220212088026336,1.622622171172389,129.7697483239542,567807,296880,0.0080492328063107,4,804,46,optimized,tier3,udp,3.979139323749969,0.8334743614836009,7,51.97961421107023,0.094055681672095,97.62378215816119,0.012006331022575995,1.5270990863140046
2024-01-01 00:18:00,ap-south,az1,dc,30,56,27.887426008284468,1.2043447888700616,118.75983703967717,526130,718324,0.0288430872093985,4,697,56,standard,tier1,tcp,2.0146869777629943,0.8628566717011223,6,75.39639592020762,0.0336090398397331,97.15972509321058,0.005040359856954263,4.934755376154957
2024-01-01 00:19:00,eu-west,az1,metro,94,52,12.157828694243651,3.8696184130052433,110.58842717565396,579487,591630,0.013722595986954,3,857,58,standard,tier2,udp,2.1273581658444725,0.8770460946487084,8,65.62834460911999,0.0410846880376183,96.4561457009902,0.013010568396787681,1.494557311666343
2024-01-01 00:20:00,us-west,az3,dc,25,68,8.911624953977716,2.916291634249088,48.21639536647252,90040,649152,0.0009320002327788,9,515,6,optimized,tier1,quic,4.395799169891749,0.4769426792999304,2,12.466098694778609,0.076524367477152,98.0592644736119,0.00885216472641987,0.8536598825935053
2024-01-01 00:21:00,us-east,az3,dc,97,37,13.90875832245009,1.895348243707234,142.44207813429736,573167,909292,0.0493572441886007,8,750,74,resilient,tier2,quic,4.593921588020089,0.3678014746084598,7,77.39073377708675,0.0533087255538053,95.6974693032602,0.0014260012419324121,3.711480087504375
2024-01-01 00:22:00,us-west,az1,wan,73,82,8.65433920625275,0.0942119212976196,75.33203034314404,508497,712791,0.0358088271025598,6,727,35,standard,tier3,quic,3.10917822098026,0.3467918489496677,1,50.01009619952383,0.0733394236606134,96.4607232426761,0.04546520732030247,2.3351316840266394
2024-01-01 00:23:00,ap-south,az2,wan,26,31,26.44010591854521,2.3678761970456086,124.50226367200514,575935,196123,0.036773161363047,5,961,54,optimized,tier3,tcp,4.378881901526637,0.472497544063219,9,55.4444517447307,0.0665076635208961,96.83180921646846,0.00041115656944457627,2.4379863676487132
2024-01-01 00:24:00,ap-south,az1,dc,24,49,19.08461883301248,1.6336193842288655,118.23738238048914,850526,514905,0.0331479326906857,1,297,93,standard,tier2,udp,1.6754504462846076,0.5968383010521523,1,67.26588144977447,0.0392282489602545,97.28034992108518,0.03680410721685427,2.3227452959380512
2024-01-01 00:25:00,us-west,az2,dc,97,53,7.94794905784595,2.3650048813439053,75.71383182996337,613197,611712,0.0071869234814044,2,950,42,resilient,tier1,udp,4.951778486910692,0.6411386306495349,6,19.277522668445062,0.0013870406309642,98.92587980696507,0.007607394345975827,3.0521155389649035
2024-01-01 00:26:00,us-west,az1,dc,39,39,0.2840254595869865,0.7462178880096625,110.0732769890692,780226,950131,0.010334721151756,5,117,87,standard,tier1,tcp,3.146032291764711,0.4525028814419172,1,52.07489904836312,0.0806453444407802,95.9983689107918,0.045611481099980006,1.865707577094455
2024-01-01 00:27:00,us-west,az1,dc,89,10,17.515976424051797,3.001036628311491,102.79145365793624,405649,980929,0.019283381855606,2,541,9,optimized,tier2,udp,3.8588129829475153,0.7895554313311626,2,64.0743927159899,0.0756888722590702,97.57117219206806,0.044639796979494294,5.686286718400158
2024-01-01 00:28:00,ap-south,az1,wan,79,9,11.20784675604602,1.082354030657127,131.96588201726377,161882,338335,0.049773351778581,4,390,22,standard,tier2,udp,3.916145181013094,0.4590130010993926,4,43.23451179511532,0.028088346492224,97.96207284431021,0.03269505731846287,1.2993767934183118
2024-01-01 00:29:00,ap-south,az3,metro,61,92,83.69641626410211,4.497491152916863,80.143574491255,583278,217533,0.0336287065123602,14,448,40,resilient,tier2,quic,4.553161129912578,0.6936910760870805,3,41.43087766217075,0.0352669339270282,95.23225206359999,0.03361170749003026,3.3954539327723507
2024-01-01 00:30:00,us-east,az2,dc,49,92,2.015124410699806,0.21965297676527,104.9987894136546,284642,682344,0.0221190115266997,4,511,40,standard,tier1,quic,4.140413391470167,0.5444869472988929,7,54.47650589407001,0.0316544764238429,98.03772425950719,0.00026695709848442717,3.7473933886779296
2024-01-01 00:31:00,us-east,az2,wan,41,13,5.939039724885381,1.325427158954633,69.68418063044282,828390,313903,0.0242363300482749,4,150,99,optimized,tier1,quic,1.6142609349702817,0.6533113963387525,9,59.885631590332245,0.0402433731092657,95.85262061843646,0.0492435783056801,1.8592517458031748
2024-01-01 00:32:00,ap-south,az1,metro,70,18,1.574088402552302,0.4606829780626209,137.10728895798238,896347,906699,0.0461102804797478,3,510,23,standard,tier3,udp,4.739736699262696,0.307148495918998,2,49.271397637068425,0.0907634237724289,95.3252579649264,0.04389163017879072,1.6292711659372396
2024-01-01 00:33:00,us-west,az3,metro,20,12,3.56828708572861,1.2083315960184915,96.35627906334368,593023,97432,0.0098217547920976,3,504,88,resilient,tier2,quic,2.348918024176929,0.3037511189018721,9,33.83250637751361,0.09012336388696,99.74442768626666,0.044755311286504604,4.520339524600278
2024-01-01 00:34:00,us-west,az3,dc,44,72,35.09141139471245,0.8731817868310328,72.04554658270975,688386,532394,0.0160436855814147,3,366,46,standard,tier2,udp,2.039117036383977,0.6021131803312778,6,70.0822652903093,0.098588912213185,99.8281601653728,0.032962226852543595,1.6562725454246998
2024-01-01 00:35:00,us-east,az2,dc,16,87,1.3984948834737942,3.253515300019412,118.43634840152976,879052,779773,0.0185436990938214,4,878,0,optimized,tier2,udp,4.001774489579166,0.5989046813387435,6,69.11072115045417,0.04130379516092,99.0419867405823,0.017239346432726826,2.0070541090690863
2024-01-01 00:36:00,ap-south,az3,metro,21,5,1.835974317076165,0.3658497680360487,131.8098975299495,732774,458073,0.0448814600251065,4,300,84,optimized,tier3,tcp,1.9198936322812856,0.4103810259669083,9,55.23160410690335,0.0810816746038016,96.52306884586686,0.044682432454524044,4.236148489189178
2024-01-01 00:37:00,us-east,az2,dc,15,7,13.19670915331188,1.8261798970846024,85.81667691953938,550228,757711,0.0388392799903189,5,560,4,optimized,tier3,udp,2.753535951645384,0.829828530446969,4,38.41038086298427,0.04104675929503,95.48836057003192,0.014575846407559618,2.7659125502179656
2024-01-01 00:38:00,us-east,az2,dc,39,15,8.96830550140881,1.0433837489827034,162.40362279290454,712170,642492,0.0295392623866723,5,188,65,standard,tier3,udp,4.9914923426577165,0.5385797500293185,4,82.92770401928853,0.0910941748612493,98.42116513256079,0.028135577167110144,1.1067504134324435
2024-01-01 00:39:00,eu-west,az2,dc,42,67,5.316065837586036,1.459934187003123,145.4673485929277,572349,854588,0.0157363636395066,7,708,93,resilient,tier1,quic,3.01027916367538,0.4329704266378589,6,71.8918474552598,0.0832919927158412,97.200762468698,0.00498654861719412,6.511237773182928
2024-01-01 00:40:00,eu-west,az3,dc,61,18,0.5677811023619758,2.506350529560935,101.3018857282661,110103,27142,0.0101101137378571,7,980,8,standard,tier1,udp,2.5835675995975285,0.4775469305997322,4,41.10613051276256,0.0240266265730975,95.6101911742239,0.046097781506637514,2.0854707739142624
2024-01-01 00:41:00,eu-west,az2,metro,4,38,26.212305836018988,0.8835358578174237,87.00674584437786,82637,384872,0.0165377740665908,3,142,99,standard,tier3,tcp,2.057360892481165,0.352096988806824,9,20.717096885215923,0.0462475001039443,97.47588455055634,0.007038522888560667,2.2224748117520647
2024-01-01 00:42:00,us-west,az2,metro,24,26,5.84098373530394,0.9147368923234064,60.6989966547023,732029,27344,0.0464726243001609,6,274,84,optimized,tier1,tcp,4.989407620898948,0.8204625491543731,3,49.68668437385418,0.0210250815386754,95.17194260557609,0.011244840286520364,3.0891381191561784
2024-01-01 00:43:00,ap-south,az1,dc,3,38,2.6632258303218084,0.1598245671653903,67.7432033099036,634767,395138,0.0455112795354199,5,15,33,optimized,tier3,udp,3.532023304385314,0.5709103351807712,5,42.12384968306,0.0465598511333852,99.54660201039391,0.02790670790641075,3.71559340842298
2024-01-01 00:44:00,ap-south,az2,dc,1,59,10.190854674498802,1.6056931835163333,43.47991463126621,895255,456425,0.0210977486152385,4,306,51,optimized,tier2,tcp,2.495817966644184,0.528753667943769,2,30.8449611504689,0.0757418943734115,96.29389990800009,0.03820465001064908,7.246743138395406
2024-01-01 00:45:00,ap-south,az2,metro,94,52,25.947870587079585,1.0788077298098204,117.78852233271708,760984,973152,0.0162765949370652,8,120,87,resilient,tier3,udp,1.8379285049329963,0.5845333838285323,1,56.13056738757589,0.0121424103667623,98.31261142176992,0.03096756529681495,1.1852644630978846
2024-01-01 00:46:00,ap-south,az1,dc,13,33,5.661818280607793,3.345706075645749,97.7643461573555,209156,941380,0.0442295516474831,1,871,96,resilient,tier3,quic,4.5501319937082885,0.4823238137538986,2,57.75833141445307,0.016497416201521,96.55855538044706,0.011606695640007809,4.108163552581172
2024-01-01 00:47:00,eu-west,az1,metro,54,21,3.860103168553709,1.1570108363035334,83.8831869759219,515761,659937,0.022311546322022,2,358,0,standard,tier2,quic,1.576266437184087,0.6268451031537998,6,56.2884618472126,0.0824566377658006,97.60034010588906,4.715212637451671e-05,3.941277254420914
2024-01-01 00:48:00,us-west,az3,metro,82,17,7.656155729529356,7.066982057933538,14.473325570873383,707576,878545,0.0019349894294232,6,160,7,resilient,tier2,quic,3.8784091427411815,0.4142701034204481,7,51.357132281733,0.0082639417574526,97.7335513967164,0.03785752901537196,2.5381045049886484
2024-01-01 00:49:00,us-west,az2,dc,40,62,10.835273819687368,0.3769662497540069,115.93237185989013,445137,730082,0.0172869948438254,4,419,40,optimized,tier3,quic,3.270979283832617,0.4735248172876108,7,22.93675429420194,0.0403588731711193,95.92427227762764,0.04926036629555469,4.0294780337470595
2024-01-01 00:50:00,eu-west,az3,metro,11,59,11.894611018908874,0.6213866255545358,98.63084300008758,300526,840149,0.0303647568648702,3,765,11,resilient,tier2,tcp,4.16380495919852,0.3155623275013387,6,67.67491595601977,0.0940557115180072,99.8479231388228,0.040495656015304526,4.336801126936196
2024-01-01 00:51:00,us-west,az3,metro,42,2,5.777858508405315,0.9948763340022372,100.45391260389164,195730,629009,0.0472295215011879,4,287,1,standard,tier3,tcp,2.2954100221059663,0.3736672183291385,7,43.6316358828982,0.0368517017081429,98.87566411680557,0.023010330907830768,1.3620877153236328
2024-01-01 00:52:00,eu-west,az1,dc,93,64,25.295521740635603,0.3736735117742631,100.01690987884278,338186,28015,0.0212296054404631,3,606,72,standard,tier2,tcp,2.8662178297187566,0.3545068300298902,8,62.07589078004444,0.0158360064760669,99.69749470782095,0.04518836306995533,6.520057878308978
2024-01-01 00:53:00,ap-south,az3,dc,4,25,3.0714780423955905,7.173877844551224,130.67453160657934,350863,997642,0.0120062498319108,5,719,41,resilient,tier3,quic,2.798851996540975,0.8742892850752884,6,30.65053527273976,0.0765788696672458,99.47413675213825,0.020492383655917504,1.246848133044462
2024-01-01 00:54:00,eu-west,az2,wan,25,41,6.216680197004638,2.048645177307177,51.215065515635,402090,243284,0.0192249000306558,5,928,97,resilient,tier1,udp,1.7888370031796532,0.7809512794276474,7,67.02717536658102,0.0900425571292137,97.98949989405543,0.02624670421217338,1.5408617831876066
2024-01-01 00:55:00,ap-south,az1,dc,36,19,6.187755696185041,0.0225244203355097,170.33523864933605,34996,304650,0.0028529402068653,3,391,69,optimized,tier1,udp,3.7693256285920658,0.8619118849057561,7,50.64545143847205,0.0475339453660857,99.60937117511558,0.023856488369784164,2.3847782979566374
2024-01-01 00:56:00,ap-south,az2,wan,64,38,1.5833056330508757,1.7279179527736763,60.27963802605219,914541,336638,0.0449418658514351,5,776,0,optimized,tier1,quic,4.259688420265455,0.8285150574105049,3,33.47141700190922,0.0052066810099889,95.4424625102596,0.022381193633276248,7.116885903137685
2024-01-01 00:57:00,us-east,az2,metro,44,25,10.623147787011897,3.0396432681762544,92.9647704061875,39352,334334,0.0016711462960801,8,223,86,resilient,tier3,tcp,3.4292854030414017,0.8077807848353806,5,36.04931086254679,0.0831231806852722,95.97991431209573,0.03875953846469529,2.330007962895082
2024-01-01 00:58:00,eu-west,az1,dc,40,39,8.112531737792493,0.1053254898281635,18.56223676940428,254697,13010,4.861564324923351e-05,4,411,98,optimized,tier2,udp,2.3127660108722563,0.779021753818173,6,37.510264378063695,0.0391071978573765,95.2261364445527,0.0263384453634746,2.6752238389909127
2024-01-01 00:59:00,us-east,az2,dc,92,4,6.105901786342288,1.725135843649707,104.55114653167765,802318,312597,0.0307066649909839,7,256,35,resilient,tier2,udp,1.8253457987249344,0.6248476618144124,7,25.99486812931325,0.091202281585362,96.62665165381632,0.015835856101260804,5.56245357812703
2024-01-01 01:00:00,eu-west,az1,dc,45,3,12.25570895177527,0.9378066014464712,90.36346965901784,967245,507854,0.0076996038873607,4,840,37,optimized,tier1,udp,4.957070150529468,0.749472753623786,7,25.339130834381805,0.0090634060449161,96.94338644844741,0.012907908382923917,2.3392747108993652
2024-01-01 01:01:00,eu-west,az2,dc,8,34,6.080331247561354,1.7420460693036812,99.3680843095759,974344,546554,0.0148038145699588,4,55,16,standard,tier2,quic,4.230571355694606,0.7125322167956355,2,40.34025158446235,0.0127095317039545,96.35674515886947,0.0018873658483716694,1.5079960399201375
2024-01-01 01:02:00,us-east,az1,metro,85,10,30.265358023488638,0.5823254154981095,110.90489312332193,479569,21558,0.0245492012962556,5,48,58,standard,tier3,udp,2.6430373142158814,0.6666842227834859,6,58.37327822037464,0.0965391333576213,99.14368754575965,0.0291597580941523,2.2064449102374035
2024-01-01 01:03:00,us-east,az3,wan,35,27,11.829296859256123,2.1933276883189885,84.70552421233282,48254,605743,0.039605855742746,5,155,88,standard,tier3,quic,4.505437193809904,0.817273407781965,7,50.87178891350795,0.0372200722128432,96.78376663346795,0.01149807077005171,5.394586317511269
2024-01-01 01:04:00,eu-west,az2,wan,44,90,10.749412537598944,2.225419032369408,146.57306141204256,858971,681544,0.0193755323514827,5,231,2,optimized,tier1,udp,3.1210099251207657,0.8871577468990197,9,54.16465790892831,0.0903477474862341,96.4046725484369,0.007406696100819155,2.816324028253696
2024-01-01 01:05:00,us-west,az1,dc,18,91,3.766168258909131,1.5509086566764234,84.48963994718933,343048,984522,0.04785536356355,4,682,86,resilient,tier3,udp,4.77230633300406,0.8628905826677284,8,63.62448732408576,0.0642601332527768,97.71348041579124,0.03269149819138389,7.137261287064038
2024-01-01 01:06:00,ap-south,az2,wan,47,1,1.1183842181419992,5.147575374341363,115.91195699327942,966720,330447,0.0226598373267131,7,847,80,standard,tier2,udp,4.715836480867783,0.4310697633480808,5,47.12423124148342,0.0558954725491729,95.70462112487381,0.03406046289107744,3.9312893978658394
2024-01-01 01:07:00,us-east,az2,wan,25,44,16.49102452883446,4.804357662271556,73.5974198625806,534986,716788,0.0459994654232563,2,988,15,optimized,tier2,tcp,3.940658881834759,0.5418976094066721,7,64.53087124201436,0.0869556032462433,99.0109849037702,0.0376077446128833,1.9691373073833187
2024-01-01 01:08:00,ap-south,az2,wan,41,84,1.118023564489836,0.0974031902278998,130.46662277348244,962053,219545,0.0226165086488691,8,981,94,optimized,tier1,udp,2.2733801689306974,0.3665585319746596,8,65.84868419774189,0.0547606009272633,95.37275321839886,0.025178844816929575,2.7885957458649875
2024-01-01 01:09:00,us-west,az1,dc,5,52,5.652449547292801,0.6846816718062705,68.67684837730114,612080,836998,0.0258074622874659,4,686,69,resilient,tier2,quic,4.959910354099399,0.3868606604554964,4,68.01732178795515,0.0769242919585476,99.93443468300259,0.044702730260194334,1.7742733182446866
2024-01-01 01:10:00,us-west,az3,metro,64,25,17.826165499391116,0.9059276349464388,92.38362161684849,676677,109230,0.0479038367709003,6,987,82,resilient,tier3,tcp,3.7422605493994174,0.5936896895467743,5,48.742395196862255,0.0159505207750036,98.86122384648328,0.04681713766991139,1.9460145968291107
2024-01-01 01:11:00,us-west,az3,metro,62,74,3.1038915418418016,0.1137089806296806,81.08175568107852,487525,139067,0.0337450690021116,5,949,81,standard,tier3,quic,4.292311329849637,0.6237074405342453,8,28.86794823581515,0.0912970612255996,95.99357840767087,0.04036854698962447,25.52203318375389
2024-01-01 01:12:00,us-east,az3,dc,72,65,4.6592226217844255,1.4831519115381435,109.02921001125398,89125,339558,0.0074686089455188,2,983,33,resilient,tier1,tcp,3.344877385310151,0.6045049958850366,5,34.13945911271264,0.0055083456139349,95.027610585618,0.03177967410040936,4.523618628231617
2024-01-01 01:13:00,us-west,az1,wan,87,80,1.832794024670119,0.0497776148519847,73.48966890235381,813743,206733,0.0299276786418749,5,469,33,optimized,tier1,udp,4.662635313203225,0.8367066617909644,5,47.35638772879794,0.0823300424418529,99.07730714227417,0.015186047679559434,4.18099390464541
2024-01-01 01:14:00,us-east,az3,dc,3,11,2.9389482532242908,2.266834708901272,79.02651396865252,135470,415008,0.0112610818066072,5,845,39,standard,tier2,quic,1.9438357117305327,0.7997199990609274,9,48.10586498379509,0.0598261064361116,98.53428671923808,0.049147246081011065,1.9905477305482933
2024-01-01 01:15:00,us-west,az1,dc,37,68,3.335972855921024,0.0053841585903814,94.70878361592597,44753,245487,0.0154833722392149,7,686,34,optimized,tier2,quic,3.633662469525628,0.6930568869473683,7,38.73139179431489,0.0161072719129684,98.64503584020494,0.013706808359596917,5.958340681324808
2024-01-01 01:16:00,ap-south,az2,wan,95,99,4.653655505699671,0.0649153825884712,86.66610413829619,71362,11851,0.0419075059784583,9,122,67,resilient,tier2,udp,3.063828672685773,0.4504474915722596,5,56.07508321681341,0.0587172267710093,98.85635173342973,0.010132846099521553,4.71009369634089
2024-01-01 01:17:00,ap-south,az2,dc,93,77,8.408727266726899,3.588563369622068,100.73996775494538,338048,644574,0.0341072516840629,4,912,24,standard,tier2,tcp,4.601169806492854,0.7570485897182303,7,41.110224061967685,0.0976706185047893,95.37022325867045,0.02210770568932914,6.9643943321547574
2024-01-01 01:18:00,eu-west,az3,wan,41,85,9.31253992121022,0.5823344686393916,76.11821091129043,399510,212469,0.0143439383456854,4,106,85,standard,tier1,tcp,3.713521785337353,0.3929031029518151,7,61.6406905176049,0.0185073053730961,96.79232864272136,0.0028420285356194233,6.79751479596262
2024-01-01 01:19:00,ap-south,az1,metro,20,15,31.364936955087938,0.1694366086206628,77.38601088779647,792858,51525,0.000234432309143,4,367,16,optimized,tier2,quic,4.140324558804632,0.499731030554686,7,32.886378488484866,0.0685802118251883,95.57934529762565,0.04892472323358954,1.2975207859780928
2024-01-01 01:20:00,eu-west,az2,dc,67,57,4.5430745215081885,1.0198738094850948,98.84361804601546,917439,362650,0.0265590665040388,4,776,90,standard,tier3,quic,3.503495011322686,0.6409852902532475,5,45.42275196000169,0.0119788260112343,99.31551712937797,0.02942167782082124,1.560615438568618
2024-01-01 01:21:00,ap-south,az1,dc,87,74,12.892599131842356,0.1045848743141561,141.5319442284156,426755,463476,0.0125085623679773,4,171,12,standard,tier1,quic,2.400650721362548,0.6304200224923397,4,61.13369150474509,0.0306964035094897,98.11649063413779,0.027847604583208764,1.64560169976016
2024-01-01 01:22:00,us-east,az1,metro,40,64,3.913476335396109,2.77587280784652,90.56907335567632,488777,906931,0.0014156103319613,4,438,10,standard,tier2,tcp,2.6118735073665817,0.4208024787191763,6,62.73957151674925,0.0266550076800651,96.65449012426325,0.032789813994986,1.6955881610864878
2024-01-01 01:23:00,ap-south,az2,metro,85,11,39.48391847349386,1.3630193890210796,121.32522147913826,993627,404649,0.0031640716290645,3,595,26,standard,tier3,tcp,3.000344592829176,0.7974554435443345,3,45.86401693496538,0.0721697111490099,95.31779175143012,0.024851182388860332,3.195444437199351
2024-01-01 01:24:00,eu-west,az1,wan,77,96,8.360508699251042,1.6056226846210857,111.80492985696328,334001,343565,0.0336625081364881,4,328,49,optimized,tier1,udp,4.743697302823308,0.3243290592850028,8,57.08661375651677,0.01581507513144,96.55491160857831,0.0016031758547270791,2.047456464894181
2024-01-01 01:25:00,eu-west,az2,wan,8,97,6.007203859319776,2.796832640433693,75.6464607001023,904804,788988,0.0207142214864482,7,87,53,optimized,tier3,quic,1.6231025743445937,0.3759965035509789,1,55.52649940840199,0.0849484605578391,96.62591661013373,0.03061556444201984,7.662200931710284
2024-01-01 01:26:00,us-west,az2,dc,5,20,3.347907400262257,3.069203513780289,121.63079134343975,161675,862852,0.0131238808726528,7,510,80,optimized,tier2,udp,2.211422665753615,0.653351870904838,9,15.343010396640906,0.0083309482655202,98.64803089169033,0.03580869384782153,7.045153552310668
2024-01-01 01:27:00,us-east,az2,dc,25,30,18.284715939565483,0.2929633840043035,97.0379236470228,313270,898619,0.0439850116076222,2,855,84,optimized,tier3,quic,3.702903143980991,0.570832068712265,9,52.21707635013374,0.0138347656197584,98.18778735677607,0.020837453031202657,2.7095137830893634
2024-01-01 01:28:00,ap-south,az1,wan,39,10,8.412777557018805,0.6577850035517069,130.0279266336061,770724,534375,0.0412543060365005,6,261,94,resilient,tier2,tcp,2.084939452761265,0.3171047439605531,7,33.019389448087765,0.0787363498180748,99.43606371288163,0.03786477860355965,7.225837238708178
2024-01-01 01:29:00,us-west,az2,metro,37,54,9.065746758868666,0.3863592661566881,177.6995086572549,293197,821401,0.0233094675467116,7,469,11,optimized,tier1,quic,1.825839328248146,0.898403330217092,8,62.02861481451927,0.0401124637423316,97.36107462580975,0.011350064966921031,5.720563494820398
2024-01-01 01:30:00,ap-south,az1,dc,5,58,2.5699887013072704,0.1111071948253627,101.24013282674332,475946,22887,0.0137793723814965,5,402,94,optimized,tier2,udp,4.306318227515789,0.8973520537332589,7,77.77220612854889,0.0992902955849014,95.59797122969151,0.011063829553309201,2.1698254367256875
2024-01-01 01:31:00,ap-south,az2,wan,8,79,3.3795592948211026,1.542292653481371,136.20088456887058,187059,650992,0.0253587984753757,5,720,98,optimized,tier3,udp,3.784060660427709,0.5205086690828042,4,62.37203741153425,0.0234873668701597,98.56622393611498,0.008070849384378699,0.9954029270226994
2024-01-01 01:32:00,us-west,az2,wan,4,29,1.2691245652729255,0.5748297857414982,131.23094137479094,205704,210166,0.0376463543875064,2,217,16,resilient,tier3,tcp,4.621107065784008,0.3077530680033049,9,85.26398145380435,0.0476520129116539,98.80392524308449,0.018599737989458093,2.4376045310888848
