timestamp,region,az,link_type,node_id,peer_id,rtt_ms,jitter_ms,throughput_mbps,bytes_tx,bytes_rx,packet_loss,retransmits,congestion_window,queue_depth,dwcp_mode,network_tier,transport_type,time_of_day,day_of_week,bandwidth_mbps,latency_ms
1762232695,ap-southeast-1,ap-southeast-1b,metro,1172,2243,52.09647100683637,5.268130658471329,425.0653063388726,2879042329,2924727420,0.029660999214629388,35,785,58,reliable,Economy,tcp,23,0,425.0653063388726,52.09647100683637
1762232755,eu-west-1,eu-west-1b,dc,1892,2394,61.527328473579686,8.180791359981331,424.94970330098283,3796093783,4121058074,0.029258079408410045,36,829,59,turbo,Premium,udp,23,0,424.94970330098283,61.527328473579686
1762232815,ap-southeast-1,ap-southeast-1b,metro,1813,2362,56.60741583399382,6.28740718264288,460.3343045577974,3290140044,3256161586,0.029310730217903383,33,817,57,standard,Standard,tcp,23,0,460.3343045577974,56.60741583399382
1762232875,us-west-2,us-west-2c,wan,1097,2864,63.10899414583092,7.55772970448012,352.5721787466058,2679801304,2778089233,0.032994521089409326,33,841,68,turbo,Standard,tcp,23,0,352.5721787466058,63.10899414583092
1762232935,us-west-2,us-west-2b,dc,1807,2339,61.00035324404173,7.0767144124759,361.9902993538441,3346026554,3168405606,0.03260063986059587,39,624,81,reliable,Premium,tcp,23,0,361.9902993538441,61.00035324404173
1762232995,eu-west-1,eu-west-1b,dc,1178,2704,58.72512763220421,6.256977285461598,420.12181451744704,3925354407,3857554165,0.03162840675382572,34,882,65,turbo,Standard,quic,23,0,420.12181451744704,58.72512763220421
1762233055,ap-southeast-1,ap-southeast-1c,wan,1139,2316,51.67985761895969,6.588038100925226,397.5946349627745,3043611517,2995707297,0.03081670230726126,35,524,61,reliable,Premium,tcp,23,0,397.5946349627745,51.67985761895969
1762233115,us-west-2,us-west-2b,metro,1092,2904,50.80956134276961,6.311823508120799,463.9485576092594,3311241147,2996118471,0.027499691132499365,31,944,64,turbo,Standard,tcp,23,0,463.9485576092594,50.80956134276961
1762233175,us-west-2,us-west-2b,dc,1181,2238,49.9086740747105,6.947985060872682,402.83498720343516,2708141424,2569986179,0.030309492152008396,39,984,78,standard,Economy,tcp,23,0,402.83498720343516,49.9086740747105
1762233235,ap-southeast-1,ap-southeast-1b,dc,1359,2049,55.06650955167828,6.0870480795627255,377.6210059127311,2560560511,2515811289,0.03235824527803529,39,732,64,turbo,Standard,tcp,23,0,377.6210059127311,55.06650955167828
1762233295,us-west-2,us-west-2a,metro,1447,2825,52.34459348339503,5.717683140288695,521.5186294255734,4118125641,4055584444,0.024422023450059588,27,932,68,reliable,Standard,tcp,23,0,521.5186294255734,52.34459348339503
1762233355,us-west-2,us-west-2c,metro,1942,2146,53.825547626302786,8.750285739011204,436.9473759551689,3691653006,3998478261,0.029040145404759854,34,995,57,turbo,Standard,quic,23,0,436.9473759551689,53.825547626302786
1762233415,us-east-1,us-east-1a,metro,1085,2737,58.97677403410688,8.320291639377594,451.6126012138919,3356788032,3581835154,0.028012482379717332,35,1094,80,standard,Standard,quic,23,0,451.6126012138919,58.97677403410688
1762233475,us-east-1,us-east-1c,metro,1052,2190,50.44298195542276,8.002929295755422,376.99878166882286,2655332115,2652434857,0.03190241655172606,34,658,64,standard,Standard,udp,23,0,376.99878166882286,50.44298195542276
1762233535,eu-west-1,eu-west-1b,dc,1362,2109,56.45033901582937,5.908191500232495,421.01705475323655,2652923717,2750401417,0.030703768757896623,35,883,60,turbo,Standard,tcp,23,0,421.01705475323655,56.45033901582937
1762233595,eu-west-1,eu-west-1c,metro,1600,2347,46.069369967403965,5.114244690471421,453.78232046498897,3269576069,3172884189,0.027844863974929225,34,971,57,turbo,Economy,tcp,23,0,453.78232046498897,46.069369967403965
1762233655,eu-west-1,eu-west-1b,wan,1999,2937,55.936556740449184,7.307490712254932,390.68651210838055,3232008309,3036205279,0.03072714021059973,38,676,65,standard,Premium,tcp,23,0,390.68651210838055,55.936556740449184
1762233715,us-west-2,us-west-2a,metro,1629,2081,55.35061251794343,9.42770057380283,467.0210918967793,4026871518,3767140093,0.027493660928697275,36,817,69,reliable,Standard,tcp,23,0,467.0210918967793,55.35061251794343
1762233775,us-east-1,us-east-1b,dc,1935,2900,53.017274341701125,9.755099687127547,418.20425648355547,3702956087,3380948073,0.03186251700468317,38,836,60,reliable,Premium,tcp,23,0,418.20425648355547,53.017274341701125
1762233835,ap-southeast-1,ap-southeast-1b,metro,1056,2741,56.07305784594319,9.173816792962526,433.65150348983184,3440665602,3423572737,0.02949902321708519,40,943,61,reliable,Standard,tcp,23,0,433.65150348983184,56.07305784594319
1762233895,ap-southeast-1,ap-southeast-1a,dc,1441,2310,49.29379530743404,5.018115132020496,418.15086036802586,3844020841,4069506293,0.02946115136168805,33,935,74,reliable,Economy,quic,23,0,418.15086036802586,49.29379530743404
1762233955,ap-southeast-1,ap-southeast-1c,metro,1622,2490,39.63904509877096,7.403294019392372,540.8501002049426,4745542783,4405859089,0.026254165662598333,34,993,48,reliable,Premium,tcp,23,0,540.8501002049426,39.63904509877096
1762234015,eu-west-1,eu-west-1a,dc,1444,2592,55.40708162530907,10.127783997723895,447.561329742599,3923043252,4097709924,0.028041573969930764,33,827,89,reliable,Standard,tcp,23,0,447.561329742599,55.40708162530907
1762234075,us-east-1,us-east-1c,metro,1459,2375,63.952518943793635,6.5120978054803285,395.35064453170065,2508960300,2502434119,0.03432206505098223,36,876,65,turbo,Economy,tcp,23,0,395.35064453170065,63.952518943793635
1762234135,eu-west-1,eu-west-1c,metro,1944,2844,45.55160346991778,5.631831135707652,489.3634365846551,3154040669,3038499769,0.025745008679250253,29,908,75,standard,Standard,tcp,23,0,489.3634365846551,45.55160346991778
1762234195,us-west-2,us-west-2b,metro,1887,2768,61.751270476486745,7.713500936694908,387.1940084809446,3368206913,3537500654,0.03859654740808431,48,867,72,standard,Standard,tcp,23,0,387.1940084809446,61.751270476486745
1762234255,us-east-1,us-east-1a,wan,1207,2987,52.28314850759538,5.758200993724357,458.6793707297335,3323644859,3306365200,0.02714497256557817,34,881,54,standard,Premium,tcp,23,0,458.6793707297335,52.28314850759538
1762234315,ap-southeast-1,ap-southeast-1c,dc,1778,2457,50.80890815225928,6.535066857946081,350.2526847855069,2514855906,2525519541,0.03373647499827156,38,887,68,standard,Premium,quic,23,0,350.2526847855069,50.80890815225928
1762234375,eu-west-1,eu-west-1a,dc,1482,2423,50.25112906651048,9.367451068389725,381.82688853457415,2757537042,2585142103,0.0322574290730362,37,915,66,reliable,Standard,quic,23,0,381.82688853457415,50.25112906651048
1762234435,us-east-1,us-east-1a,metro,1321,2524,52.17496122815566,9.251444044922083,458.07925277295186,3965557177,4136783407,0.02823414342378161,32,793,69,standard,Economy,quic,23,0,458.07925277295186,52.17496122815566
1762234495,ap-southeast-1,ap-southeast-1a,wan,1005,2236,48.71971256141617,10.493376073137602,485.1595199792662,4086701287,4417377549,0.02724533214816957,32,949,53,reliable,Standard,tcp,23,0,485.1595199792662,48.71971256141617
1762234555,us-east-1,us-east-1a,wan,1127,2631,45.59520486425909,5.883243133884683,456.8046050389942,2945211978,2690821301,0.027798112394974844,32,897,73,turbo,Economy,tcp,23,0,456.8046050389942,45.59520486425909
1762234615,us-west-2,us-west-2b,dc,1412,2698,44.40711475086879,5.4978997316729155,442.4537768600837,3885103085,3725690656,0.02793294432510678,31,795,56,turbo,Standard,quic,23,0,442.4537768600837,44.40711475086879
1762234675,ap-southeast-1,ap-southeast-1b,dc,1553,2488,49.10735305036591,7.10269373573115,433.1810062000312,3321802822,3075529685,0.0287837324598772,38,836,58,standard,Economy,quic,23,0,433.1810062000312,49.10735305036591
1762234735,us-east-1,us-east-1b,metro,1896,2885,57.253540468599375,6.803669054592332,374.31009146112433,3226746579,2929115733,0.03231259658941754,38,800,71,standard,Economy,quic,23,0,374.31009146112433,57.253540468599375
1762234795,ap-southeast-1,ap-southeast-1c,metro,1792,2175,54.3557972089963,5.521279060297727,412.24398055976025,3821145490,3506381704,0.030426957455218884,40,662,59,standard,Premium,tcp,23,0,412.24398055976025,54.3557972089963
1762234855,ap-southeast-1,ap-southeast-1a,wan,1030,2178,51.2335975909243,7.668730133474107,425.2042524315063,3526568960,3419502967,0.028956941194464122,32,805,105,reliable,Standard,tcp,23,0,425.2042524315063,51.2335975909243
1762234915,us-west-2,us-west-2b,metro,1449,2913,50.95482085693534,5.755225259125743,501.09230229044147,4228333572,4270604004,0.02523708194897654,26,912,56,reliable,Premium,tcp,23,0,501.09230229044147,50.95482085693534
1762234975,us-east-1,us-east-1b,wan,1174,2937,56.9292783264175,5.793589689477418,465.41710545791875,3425339509,3111077969,0.027396035908789234,34,778,73,standard,Standard,tcp,23,0,465.41710545791875,56.9292783264175
1762235035,ap-southeast-1,ap-southeast-1b,metro,1995,2874,58.96642339160279,5.938315658722261,360.084183211359,2970072091,2866576958,0.03329999114373345,35,730,72,turbo,Standard,quic,23,0,360.084183211359,58.96642339160279
1762235095,us-west-2,us-west-2c,dc,1164,2033,51.17143717059032,10.47494032821404,464.44038944923545,3969056880,4021930035,0.028693930713097053,33,817,71,reliable,Standard,udp,23,0,464.44038944923545,51.17143717059032
1762235155,us-east-1,us-east-1a,wan,1523,2973,58.191256185369454,6.400033462547643,428.98207695867984,3050911993,3074247714,0.028641351468658198,34,939,90,standard,Standard,quic,23,0,428.98207695867984,58.191256185369454
1762235215,ap-southeast-1,ap-southeast-1a,dc,1112,2680,49.481243940708644,6.136173648346118,414.3900909641977,3038721433,3316271088,0.031879062508533194,37,769,59,reliable,Standard,tcp,23,0,414.3900909641977,49.481243940708644
1762235275,eu-west-1,eu-west-1b,dc,1547,2209,49.93440203114629,11.008096815892625,478.82000542153907,3147668204,3344558919,0.028686368907523793,34,1091,93,standard,Premium,tcp,23,0,478.82000542153907,49.93440203114629
1762235335,us-west-2,us-west-2a,wan,1719,2012,49.0052519667835,6.1609337305605925,499.7861671042932,4348961474,4746694625,0.025018657026473157,27,985,60,turbo,Premium,quic,23,0,499.7861671042932,49.0052519667835
1762235395,us-east-1,us-east-1c,wan,1263,2645,44.07522386102049,4.571264676903983,494.8001969353056,4090416933,3974779051,0.02596603935948019,32,1064,59,standard,Premium,tcp,23,0,494.8001969353056,44.07522386102049
1762235455,ap-southeast-1,ap-southeast-1b,dc,1730,2638,52.58686344766002,6.864324954913281,406.27531481836377,3046747022,3051043911,0.030570891313731155,36,646,92,standard,Standard,udp,23,0,406.27531481836377,52.58686344766002
1762235515,ap-southeast-1,ap-southeast-1a,dc,1886,2603,42.98642298617674,4.483308567426117,432.77557218693494,3448611118,3542734034,0.029168015388355274,33,906,58,standard,Standard,quic,23,0,432.77557218693494,42.98642298617674
1762235575,us-west-2,us-west-2c,metro,1111,2798,61.32092211083108,6.331927097427524,464.7993625496739,3914676536,4174476047,0.027716550133786464,35,919,70,standard,Premium,tcp,23,0,464.7993625496739,61.32092211083108
1762235635,us-west-2,us-west-2b,metro,1811,2587,45.462258691037746,8.360257764077625,497.01344733561365,3413430886,3093863572,0.025849199940562125,27,916,70,turbo,Economy,tcp,23,0,497.01344733561365,45.462258691037746
1762235695,us-west-2,us-west-2a,metro,1635,2004,61.716696702745,6.8550214962778755,424.2774790872312,3573074169,3622069144,0.02913399263127146,38,1082,61,standard,Standard,quic,23,0,424.2774790872312,61.716696702745
1762235755,ap-southeast-1,ap-southeast-1c,wan,1904,2210,53.24276042128222,7.594850580729597,438.95324214630483,3629491960,3659097991,0.02815293685827029,34,950,58,reliable,Standard,quic,23,0,438.95324214630483,53.24276042128222
1762235815,eu-west-1,eu-west-1a,wan,1699,2585,58.17834854682008,7.240148974402035,392.9194422791943,3272536461,3108679227,0.03058770094176447,37,810,68,standard,Standard,quic,23,0,392.9194422791943,58.17834854682008
1762235875,us-east-1,us-east-1c,wan,1372,2347,53.13470801947224,5.816368311077416,388.42585977546213,2841038096,2615309048,0.03192676234776893,37,798,72,reliable,Economy,tcp,23,0,388.42585977546213,53.13470801947224
1762235935,eu-west-1,eu-west-1b,dc,1918,2156,51.59652435484809,6.618529255569479,488.8624820992056,3307629369,3231031331,0.02583271308739036,32,1136,64,turbo,Premium,quic,23,0,488.8624820992056,51.59652435484809
1762235995,us-west-2,us-west-2b,dc,1777,2008,52.45003857954034,5.387981975053097,516.0481924080368,3881722096,4105705964,0.02596784476346234,26,1143,51,standard,Standard,quic,23,0,516.0481924080368,52.45003857954034
1762236055,us-east-1,us-east-1a,metro,1025,2039,53.50278737592175,6.203285524367331,496.39949392098333,3269846830,3383655085,0.02569668183949719,29,1020,63,turbo,Economy,quic,0,1,496.39949392098333,53.50278737592175
1762236115,us-west-2,us-west-2b,metro,1377,2027,51.365034705641726,6.616294477064626,550.1766448946012,3744303914,3480031429,0.02302641561363269,30,1177,75,standard,Premium,tcp,0,1,550.1766448946012,51.365034705641726
1762236175,us-east-1,us-east-1c,dc,1323,2803,47.25424638718503,5.243987958897558,518.0818012523818,4162202701,4090205166,0.026124648792030074,28,1120,61,standard,Premium,quic,0,1,518.0818012523818,47.25424638718503
1762236235,us-west-2,us-west-2c,dc,1452,2803,49.21100102405604,7.0798263795556196,467.7440122697438,4304426703,4031137697,0.026853965406598422,32,830,54,standard,Standard,quic,0,1,467.7440122697438,49.21100102405604
1762236295,ap-southeast-1,ap-southeast-1b,dc,1325,2259,41.125629359890944,4.2189677391283915,518.0697802754207,3622534437,3328562149,0.02430676204984838,31,900,51,reliable,Standard,tcp,0,1,518.0697802754207,41.125629359890944
1762236355,eu-west-1,eu-west-1b,metro,1401,2200,48.771003639719765,6.203538996135876,576.9018283232984,4603394525,4330020004,0.02538208116515818,30,1180,48,reliable,Premium,tcp,0,1,576.9018283232984,48.771003639719765
1762236415,ap-southeast-1,ap-southeast-1c,dc,1348,2873,55.501458654392096,8.06064845809851,498.2086980445024,3382154454,3538439086,0.025867408751890628,32,938,81,standard,Premium,tcp,0,1,498.2086980445024,55.501458654392096
1762236475,us-west-2,us-west-2c,metro,1078,2927,54.16829926005463,6.540878504449122,578.2321827907003,4614460643,4719078360,0.021299754943009393,26,1141,45,standard,Standard,quic,0,1,578.2321827907003,54.16829926005463
1762236535,us-west-2,us-west-2c,metro,1422,2389,58.0752259331269,9.9597992450341,369.0127447955128,3197464190,2961584583,0.031730650647492586,44,622,89,reliable,Economy,quic,0,1,369.0127447955128,58.0752259331269
1762236595,us-east-1,us-east-1a,metro,1983,2462,44.1128448745191,6.41167716773972,541.0951252187612,4787821609,5024921973,0.02492332051662428,32,990,53,turbo,Standard,quic,0,1,541.0951252187612,44.1128448745191
1762236655,eu-west-1,eu-west-1a,metro,1509,2135,41.29690161295729,10.493472499161353,504.35235341190855,4283182343,4365274791,0.025698288053247514,30,907,52,standard,Economy,tcp,0,1,504.35235341190855,41.29690161295729
1762236715,us-west-2,us-west-2a,metro,1302,2556,55.95585204158142,6.264075716296466,485.0496324767066,3360561755,3532328323,0.02586972923625025,31,817,72,standard,Standard,quic,0,1,485.0496324767066,55.95585204158142
1762236775,eu-west-1,eu-west-1c,dc,1982,2344,40.789215224773564,9.665789066915792,504.5880388267751,3888392459,3655322737,0.026950152473933404,30,1015,59,reliable,Standard,quic,0,1,504.5880388267751,40.789215224773564
1762236835,eu-west-1,eu-west-1b,metro,1043,2571,53.2659018977834,7.193578877273049,400.62155426995537,3550274935,3317102795,0.030555738432735107,37,827,60,reliable,Standard,tcp,0,1,400.62155426995537,53.2659018977834
1762236895,ap-southeast-1,ap-southeast-1c,dc,1927,2929,49.42764557987555,7.677151649144992,489.0164056081244,4207984048,4183205868,0.030092058168799223,35,1070,51,reliable,Premium,tcp,0,1,489.0164056081244,49.42764557987555
1762236955,ap-southeast-1,ap-southeast-1a,metro,1911,2383,48.759942881965536,9.524860697618521,517.8556285755873,4566010932,4157883511,0.024438170531403788,28,1064,53,reliable,Premium,udp,0,1,517.8556285755873,48.759942881965536
1762237015,us-east-1,us-east-1a,dc,1994,2721,46.484277888325416,6.250771107188355,573.8947022370758,3782229002,3931551641,0.022057774104747012,29,1107,54,standard,Premium,quic,0,1,573.8947022370758,46.484277888325416
1762237075,us-east-1,us-east-1b,dc,1547,2282,51.986413327521994,9.162266411412997,474.0864890863176,4067898494,4156250365,0.026485747395438287,27,848,56,standard,Premium,quic,0,1,474.0864890863176,51.986413327521994
1762237135,us-east-1,us-east-1c,dc,1294,2501,39.94441769684032,5.554890989166584,459.57531985534064,3531930627,3327119567,0.027600527602216568,32,965,63,standard,Standard,quic,0,1,459.57531985534064,39.94441769684032
1762237195,ap-southeast-1,ap-southeast-1a,dc,1314,2963,51.32767215831197,6.961347323049932,474.91214782077316,3521083573,3741567111,0.026448629936219433,29,1150,65,standard,Economy,tcp,0,1,474.91214782077316,51.32767215831197
1762237255,eu-west-1,eu-west-1c,metro,1837,2151,36.56361683518543,4.834291263186814,545.7701058851037,3711322738,3784454961,0.023078553499326866,28,1100,58,reliable,Premium,tcp,0,1,545.7701058851037,36.56361683518543
1762237315,us-west-2,us-west-2b,metro,1971,2323,52.83921259130577,5.598723125790406,516.4375554829842,3635924806,3393981172,0.024492649066807284,28,979,52,standard,Standard,tcp,0,1,516.4375554829842,52.83921259130577
1762237375,us-east-1,us-east-1b,metro,1208,2686,48.54877473039954,6.46752371350919,473.51198981164805,3873064298,3848429215,0.02665721096371453,28,1159,53,reliable,Economy,tcp,0,1,473.51198981164805,48.54877473039954
1762237435,eu-west-1,eu-west-1b,metro,1552,2630,37.93164779109986,11.377048250464886,525.6633716556678,4468253478,4553511153,0.027217616389689996,34,1068,59,reliable,Premium,tcp,0,1,525.6633716556678,37.93164779109986
1762237495,ap-southeast-1,ap-southeast-1c,metro,1682,2026,45.68628273970302,7.663301702272824,504.853877467402,4041226376,4133842560,0.024796511185125426,28,1020,61,reliable,Economy,tcp,0,1,504.853877467402,45.68628273970302
1762237555,eu-west-1,eu-west-1c,dc,1553,2169,44.72801082774451,7.225477141390929,548.4322495266445,5115499554,4854993067,0.0232652773729692,26,1030,81,standard,Economy,tcp,0,1,548.4322495266445,44.72801082774451
1762237615,us-west-2,us-west-2b,dc,1198,2642,57.70863082246841,7.832632812578419,464.89734530613237,3198326575,3093611523,0.02774734871583501,30,833,94,standard,Premium,udp,0,1,464.89734530613237,57.70863082246841
1762237675,eu-west-1,eu-west-1c,metro,1837,2060,51.80234407524564,6.035375718576517,483.6168926701116,3916689621,3600013008,0.026900206875530012,32,844,69,standard,Economy,quic,0,1,483.6168926701116,51.80234407524564
1762237735,ap-southeast-1,ap-southeast-1b,dc,1105,2658,52.7024951045833,5.641981639498664,480.3945923433921,4144956966,4016710175,0.02738491483427184,31,994,59,turbo,Economy,quic,0,1,480.3945923433921,52.7024951045833
1762237795,us-east-1,us-east-1c,metro,1859,2355,59.5648955414333,6.465117230973833,426.8242525933941,3008072369,2923684508,0.03008993437239961,35,873,64,reliable,Premium,tcp,0,1,426.8242525933941,59.5648955414333
1762237855,us-east-1,us-east-1c,metro,1006,2183,48.77897786771611,4.890582103933535,514.8060138532288,3309063903,3245461774,0.027372032420427326,28,907,53,turbo,Economy,quic,0,1,514.8060138532288,48.77897786771611
1762237915,us-east-1,us-east-1b,dc,1499,2018,53.11830162471229,7.550360893357064,513.0527636089945,3612947967,3314866901,0.025756588956557136,29,957,49,standard,Standard,quic,0,1,513.0527636089945,53.11830162471229
1762237975,us-east-1,us-east-1b,metro,1581,2549,53.40652192805381,8.681976680548306,500.255672832123,3158197429,3341684562,0.026722723569531676,31,843,51,standard,Economy,quic,0,1,500.255672832123,53.40652192805381
1762238035,us-east-1,us-east-1b,dc,1684,2584,44.154120365590806,5.0418531485473865,488.27064333124264,3775758450,3750221270,0.026346429007933343,32,1004,55,reliable,Standard,tcp,0,1,488.27064333124264,44.154120365590806
1762238095,eu-west-1,eu-west-1c,metro,1362,2743,60.903344743275184,6.283026786029413,429.2314628974793,2759615124,2751247393,0.02961041671787725,33,924,58,standard,Standard,quic,0,1,429.2314628974793,60.903344743275184
1762238155,us-east-1,us-east-1b,dc,1662,2619,43.95010440655992,5.213134783703258,478.96773386173203,4145675237,3860128603,0.026701939181217632,34,777,52,reliable,Standard,quic,0,1,478.96773386173203,43.95010440655992
1762238215,us-east-1,us-east-1a,dc,1323,2452,55.44361953870616,6.2351290455505435,482.8642741736615,4405778884,4817454841,0.02618032637538107,28,1063,59,standard,Standard,quic,0,1,482.8642741736615,55.44361953870616
1762238275,ap-southeast-1,ap-southeast-1c,wan,1490,2118,44.420327988525884,5.640896108398589,459.88613653891906,3357456584,3158679499,0.027381671928578186,28,1152,58,standard,Standard,tcp,0,1,459.88613653891906,44.420327988525884
1762238335,us-east-1,us-east-1c,metro,1066,2664,53.40939821992339,5.9542674832519324,491.93571441669957,4004282970,3740571703,0.025850334139917112,32,902,53,standard,Economy,tcp,0,1,491.93571441669957,53.40939821992339
1762238395,us-east-1,us-east-1b,dc,1627,2165,58.299447248714515,6.660165792966011,520.2025428407269,4624294405,4961330864,0.024406363546845646,27,1030,63,standard,Standard,tcp,0,1,520.2025428407269,58.299447248714515
1762238455,us-west-2,us-west-2c,metro,1315,2857,44.21964196422262,9.184242234562019,594.3092950605266,4229826104,4569247168,0.021046306215540777,28,965,98,standard,Economy,udp,0,1,594.3092950605266,44.21964196422262
1762238515,eu-west-1,eu-west-1c,dc,1405,2363,48.28177725365467,5.643619084029167,508.72889064159193,4332150069,4054716886,0.024848084815843923,28,1125,49,turbo,Standard,quic,0,1,508.72889064159193,48.28177725365467
1762238575,eu-west-1,eu-west-1c,dc,1024,2659,52.40832401977734,8.319891758162608,512.8775195361383,4670541284,4945973127,0.025083121957129497,26,882,60,standard,Economy,quic,0,1,512.8775195361383,52.40832401977734
1762238635,us-east-1,us-east-1a,wan,1711,2817,48.5391325096027,6.820023108139603,496.2777042116916,4194237547,3806754518,0.0276659301557403,35,910,59,standard,Standard,tcp,0,1,496.2777042116916,48.5391325096027
1762238695,us-west-2,us-west-2a,metro,1688,2410,63.88832155696171,7.212416154069835,404.06143923504794,3406709986,3369009887,0.03031774310554942,37,794,66,standard,Standard,tcp,0,1,404.06143923504794,63.88832155696171
1762238755,us-west-2,us-west-2b,dc,1611,2135,51.02724593591652,8.507896424033035,498.67430622753915,3305136939,2990705510,0.02531814420545969,35,953,59,turbo,Standard,quic,0,1,498.67430622753915,51.02724593591652
1762238815,us-west-2,us-west-2c,wan,1883,2256,48.248576934043804,6.632969804765897,503.01151049705135,3415561866,3297301715,0.0252753819687042,29,976,61,standard,Standard,tcp,0,1,503.01151049705135,48.248576934043804
1762238875,ap-southeast-1,ap-southeast-1a,dc,1361,2595,41.140467079308365,4.131358875185721,623.1621056242643,5069580559,5504336529,0.020936549757105155,25,1273,40,turbo,Economy,tcp,0,1,623.1621056242643,41.140467079308365
1762238935,us-east-1,us-east-1b,dc,1869,2008,45.8161600610877,4.724024209818437,490.3819517609439,3378868509,3378794287,0.02832301997935357,33,1106,62,standard,Premium,tcp,0,1,490.3819517609439,45.8161600610877
1762238995,us-west-2,us-west-2b,dc,1901,2555,46.107356710378525,7.404553136211057,515.0773671166806,3997534626,3650853224,0.02642373207926641,30,1090,59,standard,Standard,tcp,0,1,515.0773671166806,46.107356710378525
1762239055,us-west-2,us-west-2b,dc,1514,2821,48.33341245597013,6.016428715823375,498.26441151473784,4498668663,4464593101,0.02542554093517072,30,777,52,reliable,Premium,tcp,0,1,498.26441151473784,48.33341245597013
1762239115,us-east-1,us-east-1c,dc,1563,2959,50.48349972655593,6.088445311292094,441.5660981190234,4098931526,3765730663,0.028412465693731622,33,1044,61,turbo,Economy,quic,0,1,441.5660981190234,50.48349972655593
1762239175,us-east-1,us-east-1b,metro,1764,2391,43.85206659302693,4.700450149781138,557.141140725751,4228784864,4601405483,0.025829178896361205,27,1066,47,reliable,Premium,quic,0,1,557.141140725751,43.85206659302693
1762239235,us-west-2,us-west-2c,metro,1428,2329,58.61437357004526,6.203769999390608,537.5966516343387,3637318270,3293108829,0.023511511169740828,33,940,62,reliable,Standard,tcp,0,1,537.5966516343387,58.61437357004526
1762239295,eu-west-1,eu-west-1b,metro,1073,2382,42.87194474994494,7.483720149617943,539.5515973521524,4944420546,5013116279,0.023170757607046285,28,978,48,standard,Standard,tcp,0,1,539.5515973521524,42.87194474994494
1762239355,us-east-1,us-east-1b,metro,1014,2914,53.006631575217725,8.83304700973116,454.53062726026303,3528150784,3232930710,0.02760488555930459,30,972,62,standard,Premium,quic,0,1,454.53062726026303,53.006631575217725
1762239415,eu-west-1,eu-west-1c,metro,1361,2112,49.455619271464116,6.587534579677273,570.139715546805,4106654781,3971874987,0.024816626464640702,30,1343,44,standard,Standard,quic,0,1,570.139715546805,49.455619271464116
1762239475,eu-west-1,eu-west-1c,metro,1549,2051,56.655167634899364,6.364994329708935,429.90744686038596,4048526255,4230995074,0.02904226870615415,33,888,58,reliable,Economy,udp,0,1,429.90744686038596,56.655167634899364
1762239535,eu-west-1,eu-west-1a,wan,1756,2551,48.23982188658697,10.221196542943755,529.3428546900135,4828288025,4933774088,0.026249170611493306,36,853,49,reliable,Premium,quic,0,1,529.3428546900135,48.23982188658697
1762239595,us-east-1,us-east-1b,dc,1034,2878,43.32034807623851,6.288167040914729,609.5227812904989,4663171342,4488201880,0.01963376756287028,22,1210,48,reliable,Economy,tcp,0,1,609.5227812904989,43.32034807623851
